Municipios,Creche Integral,Creche Parcial,Pré-Escola Integral,Pré-Escola Parcial,Sér. Iniciais Urbana,Sér. Iniciais Rural,Sér. Finais Urbana,Sér. Finais Rural,Tempo Integral,Urbano,Rural,Tempo Integral,Integ. a Ed. Prof.,Educação Especial,AEE,Aval. no Proc.,Integ. à Ed. Prof. de nível médio,Educação Indigena/Quilombola,Creche Integral,Creche Parcial,Pré-Escola Integral,Pré-Escola Parcial,Ed. Especial,Ensino Fund. Sér. Finais Rural,Ensino Médio Rural,Ensino Médio Integ. à Ed. Prof.,Ed. Indíg./ Quil.,EJA - Aval. no Proc.,EJA - Int Ed. Profis. de Nível Médio
Orizânia,22.00,34.00,7.00,212.00,308.00,157.00,506.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,3.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ouro Branco,251.00,178.00,0.00,824.00,"1,562.00",219.00,"1,135.00",115.00,273.00,0.00,0.00,0.00,0.00,78.00,0.00,139.00,0.00,0.00,139.00,88.00,0.00,87.00,52.50,0.00,0.00,0.00,0.00,0.00,0.00
Ouro Fino,277.00,0.00,214.00,332.00,140.00,219.00,0.00,0.00,242.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.50,0.00,0.00,0.00,0.00,0.00,0.00
Ouro Preto,711.00,195.00,37.00,"1,414.00","2,409.00",245.00,"1,875.00",0.00,79.00,0.00,0.00,0.00,0.00,100.00,12.00,223.00,0.00,112.00,0.00,0.00,0.00,0.00,110.00,0.00,0.00,0.00,0.00,0.00,0.00
Ouro Verde de Minas,0.00,30.00,0.00,134.00,133.00,87.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Padre Carvalho,0.00,0.00,0.00,112.00,368.00,133.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Padre Paraíso,11.00,178.00,0.00,256.00,309.00,464.00,0.00,523.00,42.00,0.00,0.00,0.00,0.00,75.00,0.00,19.00,0.00,0.00,64.00,0.00,29.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pai Pedro,0.00,119.00,0.00,113.00,288.00,78.00,0.00,72.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,5.00,0.00,318.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Paineiras,47.00,0.00,0.00,97.00,208.00,16.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pains,70.00,52.00,22.00,130.00,427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Paiva,0.00,13.00,0.00,24.00,76.00,0.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Palma,74.00,0.00,0.00,89.00,273.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Palmópolis,0.00,0.00,0.00,165.00,384.00,32.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Papagaios,57.00,117.00,0.00,331.00,960.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,22.00,11.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00
Pará de Minas,"1,532.00",152.00,0.00,"1,895.00","2,135.00",345.00,"1,233.00",195.00,33.00,0.00,0.00,0.00,0.00,138.00,101.00,104.00,0.00,0.00,0.00,0.00,0.00,0.00,115.50,0.00,0.00,0.00,0.00,0.00,0.00
Paracatu,622.00,37.00,0.00,"1,822.00","2,513.00",586.00,984.00,411.00,0.00,0.00,0.00,0.00,0.00,271.00,212.00,452.00,0.00,702.00,0.00,18.00,0.00,88.00,109.00,0.00,0.00,0.00,0.00,0.00,0.00
Paraguaçu,185.00,57.00,197.00,242.00,802.00,0.00,213.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,41.00,0.00,0.00,0.00,63.00,0.00,37.00,0.00,24.50,0.00,0.00,0.00,0.00,0.00,0.00
Paraisópolis,0.00,0.00,0.00,374.00,992.00,0.00,39.00,0.00,69.00,0.00,0.00,0.00,0.00,64.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00
Paraopeba,145.00,69.00,50.00,467.00,969.00,119.00,314.00,82.00,0.00,0.00,0.00,0.00,0.00,94.00,36.00,181.00,0.00,196.00,0.00,0.00,0.00,0.00,147.00,0.00,0.00,0.00,0.00,0.00,0.00
Passa Quatro,0.00,60.00,0.00,270.00,42.00,169.00,0.00,0.00,133.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00
Passa Tempo,0.00,0.00,0.00,150.00,376.00,0.00,73.00,0.00,25.00,0.00,0.00,0.00,0.00,9.00,5.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00
Passa-Vinte,0.00,16.00,0.00,36.00,124.00,0.00,114.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Passabém,0.00,12.00,0.00,27.00,0.00,16.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Passos,620.00,18.00,496.00,"1,799.00","2,933.00",210.00,236.00,148.00,"1,145.00",0.00,0.00,0.00,0.00,92.00,50.00,31.00,0.00,0.00,360.00,0.00,0.00,0.00,104.50,0.00,0.00,0.00,0.00,0.00,0.00
Patis,148.00,0.00,0.00,129.00,131.00,38.00,58.00,83.00,210.00,0.00,0.00,0.00,0.00,6.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Patos de Minas,"1,280.00",0.00,0.00,"2,131.00","1,785.00",351.00,"1,063.00",264.00,312.00,0.00,0.00,0.00,0.00,78.00,36.00,139.00,0.00,0.00,156.00,0.00,123.00,11.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00
Patrocínio,398.00,0.00,345.00,"1,486.00","1,754.00",369.00,977.00,255.00,88.00,0.00,0.00,0.00,0.00,216.00,21.00,103.00,0.00,0.00,904.00,0.00,0.00,0.00,112.50,0.00,0.00,0.00,0.00,0.00,0.00
Patrocínio do Muriaé,0.00,66.00,0.00,125.00,258.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Paula Cândido,0.00,60.00,0.00,210.00,471.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Paulistas,0.00,0.00,0.00,121.00,292.00,99.00,0.00,83.00,0.00,0.00,0.00,0.00,0.00,12.00,4.00,25.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pavão,0.00,0.00,0.00,143.00,147.00,37.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,11.00,8.00,0.00,0.00,0.00,41.00,0.00,0.00,0.00,15.50,0.00,0.00,0.00,0.00,0.00,0.00
Peçanha,0.00,0.00,0.00,324.00,0.00,514.00,0.00,262.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00
Pedra Azul,0.00,269.00,0.00,533.00,"1,302.00",174.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,18.00,0.00,0.00,0.00,74.00,0.00,67.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00
Pedra Bonita,61.00,13.00,0.00,195.00,0.00,417.00,0.00,359.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pedra do Anta,0.00,0.00,0.00,72.00,219.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pedra do Indaiá,31.00,0.00,0.00,84.00,181.00,67.00,146.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pedra Dourada,0.00,28.00,0.00,66.00,199.00,0.00,191.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,22.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pedralva,0.00,0.00,0.00,214.00,486.00,203.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00
Pedras de Maria da Cruz,97.00,0.00,19.00,184.00,465.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,19.00,0.00,0.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pedrinópolis,22.00,66.00,0.00,68.00,167.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,6.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pedro Leopoldo,540.00,0.00,0.00,"1,663.00","1,932.00",179.00,"1,776.00",0.00,163.00,0.00,0.00,0.00,0.00,103.00,67.00,185.00,0.00,0.00,0.00,0.00,0.00,0.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00
Pedro Teixeira,0.00,0.00,0.00,45.00,110.00,14.00,109.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pequeri,20.00,29.00,0.00,91.00,202.00,0.00,126.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,9.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pequi,32.00,42.00,0.00,81.00,208.00,13.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Perdigão,261.00,0.00,0.00,319.00,753.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,10.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Perdizes,410.00,110.00,85.00,343.00,805.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,21.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00
Perdões,101.00,0.00,0.00,375.00,708.00,52.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00
Periquito,253.00,57.00,0.00,191.00,550.00,0.00,361.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00,37.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pescador,0.00,0.00,0.00,110.00,313.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Piau,0.00,0.00,0.00,54.00,162.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Piedade de Caratinga,106.00,0.00,0.00,248.00,600.00,77.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Piedade de Ponte Nova,44.00,18.00,34.00,64.00,303.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00
Piedade do Rio Grande,0.00,0.00,0.00,91.00,173.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Piedade dos Gerais,0.00,0.00,0.00,108.00,129.00,178.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pimenta,0.00,0.00,0.00,187.00,524.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,4.00,0.00,0.00,0.00,27.00,14.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00
Pingo-dÁgua,58.00,70.00,0.00,117.00,307.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pintópolis,63.00,0.00,0.00,164.00,399.00,257.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Piracema,22.00,24.00,0.00,138.00,0.00,83.00,0.00,42.00,55.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00
Pirajuba,57.00,57.00,29.00,136.00,456.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Piranga,0.00,34.00,0.00,318.00,272.00,303.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,76.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00
Piranguçu,32.00,0.00,0.00,128.00,190.00,146.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Piranguinho,8.00,50.00,0.00,193.00,498.00,0.00,0.00,0.00,64.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pirapetinga,0.00,147.00,0.00,176.00,546.00,0.00,329.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00
Pirapora,697.00,0.00,0.00,"1,099.00","1,981.00",0.00,71.00,0.00,679.00,0.00,0.00,0.00,0.00,250.00,178.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,68.50,0.00,0.00,0.00,0.00,0.00,0.00
Piraúba,75.00,0.00,0.00,260.00,719.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pitangui,193.00,157.00,0.00,484.00,207.00,155.00,293.00,88.00,0.00,0.00,0.00,0.00,0.00,25.00,19.00,0.00,0.00,14.00,0.00,0.00,0.00,12.00,45.50,0.00,0.00,0.00,0.00,0.00,0.00
Piumhi,449.00,0.00,0.00,552.00,"1,117.00",14.00,0.00,0.00,312.00,0.00,0.00,0.00,0.00,66.00,29.00,33.00,0.00,0.00,74.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00
Planura,166.00,0.00,0.00,338.00,843.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,8.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Poço Fundo,84.00,42.00,0.00,274.00,211.00,201.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,19.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Poços de Caldas,"3,452.00",9.00,"2,621.00",474.00,"4,467.00",82.00,"3,960.00",123.00,"2,025.00",0.00,0.00,0.00,0.00,672.00,562.00,463.00,0.00,0.00,400.00,0.00,65.00,75.00,108.50,0.00,0.00,0.00,0.00,0.00,0.00
Pocrane,0.00,52.00,0.00,179.00,0.00,112.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pompéu,432.00,20.00,197.00,523.00,"1,313.00",52.00,348.00,0.00,95.00,0.00,0.00,0.00,0.00,13.00,2.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00
Ponte Nova,574.00,205.00,0.00,847.00,"1,415.00",189.00,"1,298.00",0.00,229.00,0.00,0.00,0.00,0.00,77.00,42.00,262.00,0.00,233.00,53.00,41.00,0.00,92.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00
Ponto Chique,0.00,112.00,0.00,110.00,239.00,9.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ponto dos Volantes,0.00,108.00,0.00,302.00,419.00,419.00,326.00,380.00,227.00,0.00,0.00,0.00,0.00,55.00,0.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Porteirinha,0.00,539.00,0.00,787.00,79.00,707.00,69.00,464.00,0.00,0.00,0.00,0.00,0.00,41.00,14.00,45.00,0.00,0.00,0.00,72.00,0.00,74.00,53.50,0.00,0.00,0.00,0.00,0.00,0.00
Porto Firme,0.00,47.00,0.00,132.00,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00
Poté,77.00,0.00,0.00,351.00,604.00,142.00,328.00,43.00,0.00,0.00,0.00,0.00,0.00,22.00,17.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00
Pouso Alegre,"1,349.00",168.00,0.00,"2,090.00","3,974.00",300.00,"3,604.00",258.00,972.00,0.00,0.00,0.00,0.00,342.00,129.00,699.00,0.00,0.00,413.00,68.00,303.00,221.00,224.00,0.00,0.00,0.00,0.00,0.00,0.00
Pouso Alto,0.00,40.00,0.00,115.00,255.00,36.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,78.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.50,0.00,0.00,0.00,0.00,0.00,0.00
Prados,0.00,15.00,0.00,207.00,483.00,124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00
Prata,0.00,0.00,0.00,519.00,"1,139.00",184.00,65.00,129.00,0.00,0.00,0.00,0.00,0.00,33.00,28.00,0.00,0.00,0.00,191.00,0.00,60.00,0.00,63.50,0.00,0.00,0.00,0.00,0.00,0.00
Pratápolis,66.00,0.00,0.00,170.00,347.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,8.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00
Pratinha,45.00,11.00,22.00,47.00,223.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Presidente Bernardes,33.00,0.00,0.00,93.00,0.00,170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Presidente Juscelino,59.00,0.00,0.00,73.00,199.00,70.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Presidente Kubitschek,84.00,0.00,0.00,95.00,196.00,0.00,0.00,0.00,129.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Presidente Olegário,227.00,0.00,37.00,388.00,536.00,176.00,491.00,58.00,92.00,0.00,0.00,0.00,0.00,26.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00
Prudente de Morais,81.00,49.00,0.00,315.00,353.00,0.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00
Quartel Geral,45.00,25.00,0.00,58.00,136.00,0.00,129.00,0.00,147.00,0.00,0.00,0.00,0.00,12.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Queluzito,0.00,0.00,0.00,34.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Raposos,116.00,130.00,0.00,337.00,623.00,6.00,0.00,0.00,214.00,0.00,0.00,0.00,0.00,13.00,2.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00
Raul Soares,0.00,58.00,24.00,430.00,641.00,120.00,348.00,0.00,92.00,0.00,0.00,0.00,0.00,24.00,12.00,15.00,0.00,0.00,89.00,0.00,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00
Recreio,70.00,0.00,0.00,148.00,429.00,0.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.50,0.00,0.00,0.00,0.00,0.00,0.00
Reduto,94.00,19.00,0.00,163.00,426.00,104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Resende Costa,0.00,0.00,0.00,244.00,587.00,59.00,0.00,182.00,0.00,0.00,0.00,0.00,0.00,35.00,28.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00
Resplendor,75.00,0.00,0.00,367.00,"1,068.00",0.00,581.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00
Ressaquinha,0.00,44.00,0.00,103.00,205.00,71.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,17.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Riachinho,65.00,0.00,0.00,187.00,316.00,15.00,0.00,0.00,92.00,0.00,0.00,0.00,0.00,4.00,3.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Riacho dos Machados,28.00,49.00,0.00,217.00,0.00,529.00,0.00,393.00,2.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00,134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ribeirão das Neves,"2,143.00",127.00,18.00,"6,829.00","6,649.00",0.00,"1,856.00",0.00,"1,992.00",0.00,0.00,0.00,0.00,296.00,133.00,"2,588.00",0.00,0.00,26.00,0.00,0.00,0.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00
Ribeirão Vermelho,0.00,85.00,0.00,66.00,206.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rio Acima,91.00,53.00,0.00,227.00,691.00,22.00,401.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,154.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rio Casca,74.00,183.00,56.00,251.00,842.00,58.00,520.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,102.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rio do Prado,0.00,26.00,0.00,132.00,0.00,160.00,0.00,152.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rio Doce,38.00,0.00,0.00,57.00,27.00,0.00,0.00,0.00,113.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rio Espera,0.00,14.00,0.00,82.00,0.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rio Manso,0.00,5.00,0.00,100.00,186.00,107.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rio Novo,54.00,33.00,43.00,132.00,453.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
